InventoryID,ProductID,WarehouseID,Units,InventoryValue,LastMovement
680,172,7,1043,453243.82,2025-08-05
681,197,5,625,153315.42,2025-12-07
682,168,3,355,145197.27,2025-11-22
683,175,8,1157,528243.36,2025-02-05
684,181,10,1951,806297.9,2025-07-12
685,139,7,697,284497.27,2025-11-24
686,73,2,500,191632.1,2025-07-30
687,184,5,1915,841150.0,2025-12-14
688,75,10,1980,239482.92,2025-11-30
689,49,4,510,12740.42,2025-04-07
690,184,4,573,194204.97,2025-01-02
691,189,4,390,171767.57,2025-07-01
692,148,3,1075,451709.31,2025-02-09
693,166,2,1081,523068.22,2025-04-06
694,165,6,1148,179201.99,2025-08-08
695,57,4,1065,436968.4,2025-12-15
696,68,1,1963,860438.49,2025-02-23
697,139,4,1988,631157.47,2025-03-13
698,37,1,1045,68013.13,2025-10-02
699,31,6,1573,486596.18,2025-08-08
700,82,2,1369,567175.2,2025-04-06
701,169,4,1124,312766.13,2025-06-20
702,99,6,477,58675.79,2025-02-07
703,126,4,814,129641.02,2025-05-08
704,101,4,1765,530669.8,2025-08-21
705,43,10,880,368506.71,2025-11-16
706,8,7,1276,578786.33,2025-08-25
707,123,5,719,282539.37,2025-02-21
708,86,2,570,236918.27,2025-09-28
709,8,6,1086,388645.44,2025-04-21
710,36,4,918,454049.15,2025-11-25
711,182,9,1801,722022.29,2025-01-24
712,148,9,656,304796.1,2025-01-29
713,165,4,40,15196.89,2025-12-01
714,44,9,508,202104.75,2025-09-11
715,129,3,1666,293437.0,2025-09-29
716,139,2,1550,229610.3,2025-07-16
717,50,5,297,91691.2,2025-05-17
718,33,9,1477,361899.16,2025-03-30
719,66,6,403,86833.13,2025-01-25
720,199,5,1720,54369.72,2025-05-25
721,115,8,1087,445219.18,2025-09-30
722,135,7,1417,149562.14,2025-06-20
723,99,5,1294,329491.4,2025-03-08
724,84,5,1081,308823.42,2025-12-21
725,176,9,1316,401550.1,2025-08-04
726,116,2,1871,881446.57,2025-02-06
727,11,6,281,40526.14,2025-02-07
728,22,1,1936,619637.94,2025-02-17
729,128,5,491,46368.91,2025-08-28
730,183,6,1866,718074.31,2025-12-22
731,33,4,417,152405.29,2025-11-20
732,99,6,765,246262.23,2025-07-22
733,148,7,1555,651279.66,2025-04-24
734,56,10,850,214075.43,2025-06-30
735,47,7,517,59187.72,2025-12-06
736,67,6,547,193189.06,2025-06-04
737,13,3,149,55509.26,2025-08-01
738,46,2,510,185110.61,2025-02-03
739,98,6,1427,186517.33,2025-09-15
740,135,5,1544,346211.61,2025-03-08
741,133,2,1153,358081.28,2025-07-25
742,68,2,1306,533325.42,2025-01-05
743,194,4,673,195265.5,2025-01-08
744,75,3,1643,493003.35,2025-07-11
745,164,4,442,60278.91,2025-06-11
746,140,7,1323,557620.57,2025-07-09
747,4,10,1486,523197.66,2025-02-28
748,150,9,605,229570.5,2025-09-30
749,130,6,983,163886.67,2025-12-25
750,143,4,1113,80967.51,2025-03-20
751,189,8,752,211329.6,2025-04-03
752,178,3,1411,371249.75,2025-05-11
753,20,6,1891,672647.11,2025-04-01
754,60,7,297,78257.49,2025-04-11
755,187,3,956,320401.31,2025-06-29
756,70,1,1191,241156.99,2025-04-11
757,176,10,1283,298150.37,2025-06-29
758,85,5,504,86763.2,2025-06-25
759,41,5,350,142084.43,2025-05-18
760,76,4,772,347216.56,2025-09-12
761,105,10,882,387654.74,2025-08-07
762,101,5,1099,524883.76,2025-01-17
763,150,1,1706,255219.03,2025-08-03
764,145,5,1419,478019.29,2025-01-06
765,78,1,1399,560332.34,2025-11-30
766,144,8,118,25217.42,2025-03-01
767,59,9,257,101599.88,2025-08-02
768,114,6,722,66798.97,2025-08-16
769,194,5,1099,509053.78,2025-11-17
770,85,4,1036,372918.89,2025-12-21
771,165,1,899,400229.24,2025-07-26
772,27,10,140,29138.76,2025-10-16
773,8,1,767,169170.22,2025-10-02
774,112,8,1997,976464.24,2025-11-04
775,129,5,240,50220.24,2025-12-24
776,173,8,172,65367.94,2025-12-22
777,24,6,1001,161417.51,2025-09-21
778,155,5,540,74084.61,2025-10-24
779,123,8,1802,489663.12,2025-02-07
780,6,9,163,81446.46,2025-05-22
781,1,6,1959,951775.68,2025-07-21
782,163,4,1663,378624.4,2025-10-04
783,161,7,1213,246528.1,2025-08-01
784,7,8,1142,450703.09,2025-01-18
785,149,8,560,161047.34,2025-09-27
786,60,5,5,741.48,2025-12-27
787,152,8,791,156723.8,2025-11-03
788,157,2,577,179864.38,2025-12-19
789,100,1,164,58194.77,2025-05-22
790,180,2,1134,443899.77,2025-06-04
791,152,9,1713,580085.23,2025-02-26
792,67,1,1721,581480.59,2025-01-27
793,61,5,982,251289.23,2025-09-16
794,64,6,1896,211334.08,2025-09-12
795,40,4,1584,101152.0,2025-08-13
796,116,8,1182,198696.64,2025-03-15
797,24,10,1429,264434.29,2025-12-27
798,13,7,992,490374.09,2025-02-25
799,53,6,540,137487.57,2025-05-12
800,198,4,8,3930.95,2025-07-12
801,133,6,272,118017.07,2025-12-27
802,31,3,489,244062.44,2025-01-01
803,135,3,1186,524015.14,2025-09-10
804,147,2,1944,171570.53,2025-10-19
805,96,1,638,111030.9,2025-03-25
806,80,1,787,195617.08,2025-05-14
807,99,3,1078,522481.67,2025-01-23
808,45,4,694,67187.34,2025-03-08
809,87,1,1790,776539.76,2025-11-11
810,151,5,1280,561655.5,2025-03-11
811,110,2,929,240540.55,2025-01-24
812,197,10,1744,282318.9,2025-05-04
813,109,4,207,56793.14,2025-03-17
814,102,9,1965,393336.59,2025-07-07
815,189,9,1900,940192.75,2025-06-29
816,126,6,303,126721.09,2025-05-01
817,117,10,862,51425.22,2025-04-19
818,91,1,1815,396172.64,2025-03-13
819,22,10,1078,165296.65,2025-03-12
820,130,10,1895,140028.75,2025-02-26
821,39,5,8,3698.68,2025-03-07
822,96,9,1109,294165.89,2025-03-09
823,105,6,1704,148606.91,2025-07-23
824,84,7,231,35431.97,2025-12-21
825,183,4,1027,229343.75,2025-01-20
826,18,6,572,137152.99,2025-06-22
827,184,4,491,238256.95,2025-06-04
828,138,1,1129,321452.56,2025-02-02
829,170,1,1070,28768.99,2025-11-20
830,14,1,1741,124327.09,2025-04-24
831,45,7,1999,802204.44,2025-07-07
832,17,4,1063,117909.23,2025-06-27
833,77,7,78,6342.12,2025-03-14
834,128,6,196,11043.6,2025-08-06
835,31,1,146,69873.04,2025-09-09
836,131,1,722,257281.23,2025-03-24
837,34,9,1169,423881.5,2025-01-03
838,180,5,1472,66232.43,2025-01-28
839,180,6,1878,211380.79,2025-11-23
840,192,4,1877,268303.67,2025-10-10
841,176,4,886,93628.47,2025-11-29
842,168,7,1666,479656.75,2025-11-23
843,160,3,785,187079.71,2025-08-23
844,175,2,425,202892.81,2025-04-15
845,171,6,1169,83422.05,2025-01-03
846,58,6,1448,171936.5,2025-01-04
847,18,5,635,218672.08,2025-08-12
848,126,7,434,164644.99,2025-05-24
849,82,6,1519,439011.87,2025-04-06
850,42,7,1705,768968.91,2025-08-02
851,30,1,267,17991.71,2025-06-30
852,129,4,1200,147924.1,2025-05-13
853,198,7,906,399737.24,2025-02-02
854,165,9,1623,230903.54,2025-11-01
855,120,3,1654,192382.22,2025-03-25
856,82,8,851,343055.72,2025-10-13
857,2,9,1389,554921.23,2025-06-14
858,170,7,538,115171.79,2025-06-17
859,4,8,1302,286608.11,2025-01-30
860,68,5,1604,56054.92,2025-08-06
861,34,8,647,187882.01,2025-10-15
862,73,6,1471,38684.56,2025-04-01
863,170,4,1120,251472.79,2025-12-11
864,196,6,599,44372.94,2025-06-15
865,165,3,617,70858.88,2025-05-08
866,60,7,807,239588.45,2025-06-25
867,150,5,136,20232.8,2025-04-02
868,179,4,1731,251196.45,2025-05-14
869,142,9,1029,419637.27,2025-02-25
870,48,5,1120,355774.45,2025-12-20
871,194,5,1904,441769.25,2025-02-26
872,64,2,1994,104747.52,2025-07-05
873,85,9,452,13236.2,2025-11-16
874,119,3,1521,292529.73,2025-03-27
875,129,7,454,90187.65,2025-01-11
876,25,10,1362,495218.12,2025-10-30
877,22,3,1819,364785.4,2025-09-05
878,74,8,1825,560171.75,2025-10-16
879,93,2,1013,336303.04,2025-07-26
880,141,8,996,172444.16,2025-03-14
881,108,2,672,181734.0,2025-05-04
882,171,9,622,280611.66,2025-07-15
883,53,7,615,94163.08,2025-09-05
884,99,10,1449,445134.07,2025-12-29
885,27,2,434,103897.87,2025-08-18
886,53,6,1697,256788.3,2025-05-16
887,158,9,306,145458.49,2025-02-17
888,176,5,155,63227.51,2025-05-17
889,1,7,1477,552421.06,2025-03-02
890,38,10,1112,397083.58,2025-01-25
891,73,1,384,10984.91,2025-09-05
892,96,7,821,374871.31,2025-08-21
893,181,7,389,111581.02,2025-08-17
894,139,4,740,100175.01,2025-03-10
895,141,3,95,28819.47,2025-07-08
896,30,3,1457,279771.33,2025-04-16
897,167,3,307,95325.53,2025-01-09
898,98,6,320,109647.68,2025-11-14
899,81,2,340,71125.5,2025-01-14
900,148,6,1174,338195.31,2025-12-12
901,45,6,1547,322418.37,2025-01-15
902,125,2,1648,746158.0,2025-12-04
903,100,6,1669,403330.89,2025-01-11
904,48,2,1087,459555.75,2025-11-12
905,54,4,1702,567009.06,2025-08-27
906,39,8,1226,453573.65,2025-07-10
907,131,8,222,87284.72,2025-11-07
908,76,7,1806,734765.32,2025-05-30
909,69,6,1183,136804.72,2025-09-14
910,113,8,1047,173005.42,2025-10-24
911,114,4,1668,630789.43,2025-12-08
912,135,1,1041,152398.71,2025-07-28
913,136,3,672,108016.91,2025-07-15
914,114,9,185,5950.29,2025-03-26
915,155,6,683,110165.53,2025-11-18
916,116,7,585,236172.97,2025-01-14
917,84,2,1562,209063.5,2025-06-18
918,164,3,1206,499942.82,2025-03-04
919,158,3,106,33645.41,2025-08-11
920,62,8,798,132266.88,2025-07-18
921,123,4,791,105169.89,2025-07-29
922,112,4,1901,252426.7,2025-12-08
923,7,7,452,85221.46,2025-06-20
924,4,4,287,98583.9,2025-08-15
925,174,3,171,51934.4,2025-08-22
926,61,3,1039,20911.68,2025-05-03
927,21,5,1964,224310.82,2025-07-09
928,47,6,1028,140466.0,2025-09-19
929,46,7,891,384571.19,2025-01-05
930,22,5,597,227922.44,2025-06-14
931,163,2,389,187553.89,2025-10-28
932,91,2,97,24237.66,2025-05-20
933,8,5,992,294608.86,2025-06-06
934,25,9,1910,606697.8,2025-04-06
935,190,2,1405,139655.57,2025-04-16
936,15,5,1343,168512.62,2025-02-25
937,20,2,1956,690075.06,2025-06-18
938,116,5,405,145094.58,2025-02-03
939,51,10,1652,522216.22,2025-03-18
940,110,9,1624,308712.19,2025-11-15
941,191,7,1840,463348.18,2025-02-05
942,5,4,888,368791.61,2025-08-29
943,71,3,1799,501785.17,2025-01-24
944,18,4,1121,307705.6,2025-09-26
945,190,5,1999,711824.83,2025-06-14
946,112,9,58,22216.48,2025-08-08
947,168,4,1634,635276.47,2025-03-09
948,60,1,81,35989.43,2025-04-07
949,148,1,549,59715.85,2025-11-02
950,175,4,1796,893039.58,2025-05-23
951,158,5,1219,490447.7,2025-12-15
952,77,9,11,4547.72,2025-01-09
953,179,7,1915,308259.13,2025-04-07
954,122,1,1787,428884.85,2025-07-30
955,113,9,1866,256185.66,2025-06-10
956,157,10,1248,119859.19,2025-11-02
957,40,9,1831,639753.7,2025-02-16
958,172,1,1166,257323.57,2025-02-07
959,110,5,1180,430931.7,2025-10-04
960,159,9,1794,742420.67,2025-11-04
961,65,5,1997,899876.6,2025-08-05
962,73,5,1854,860329.46,2025-03-27
963,168,6,481,109665.84,2025-07-06
964,111,5,1326,541811.61,2025-07-17
965,141,3,326,23638.4,2025-06-22
966,20,5,1553,672112.36,2025-09-21
967,2,4,1554,549879.31,2025-08-28
968,100,10,1702,343899.6,2025-04-02
969,156,2,877,206526.24,2025-08-19
970,179,6,441,32305.74,2025-02-17
971,71,9,1855,386392.5,2025-08-26
972,29,4,1206,52714.46,2025-07-11
973,170,6,1884,740718.3,2025-10-09
974,140,3,1061,184539.5,2025-07-05
975,20,6,311,83572.89,2025-08-20
976,167,8,1241,478185.47,2025-05-23
977,175,2,23,5470.38,2025-11-26
978,91,2,584,93851.57,2025-04-12
979,199,5,44,897.85,2025-03-04
980,153,8,654,70234.6,2025-01-02
981,161,2,1572,257129.54,2025-03-22
982,48,5,382,29174.45,2025-08-15
983,129,6,179,7817.71,2025-07-30
984,66,4,969,113130.07,2025-05-15
985,120,2,1379,330521.71,2025-05-09
986,10,1,195,22447.58,2025-02-12
987,68,1,1346,474803.58,2025-10-30
988,129,1,198,16931.26,2025-03-18
989,106,9,1379,463509.13,2025-06-05
990,146,3,362,127572.54,2025-08-20
991,171,4,658,147885.92,2025-01-02
992,164,2,1082,178064.53,2025-06-07
993,154,9,1283,169602.23,2025-02-07
994,116,5,1326,209815.22,2025-08-12
995,139,9,1821,143828.41,2025-04-04
996,181,5,1220,180835.37,2025-09-01
997,76,7,17,8066.26,2025-10-08
998,82,8,669,132365.34,2025-04-19
999,78,5,57,18508.95,2025-12-17
1000,87,3,1025,380087.03,2025-04-12
