OrderID,OrderDate,CustomerID,ProductID,RegionID,Quantity,Revenue,Cost
537,2025-03-16,100,30,R2,2,15658,9014.52
538,2025-02-16,7,14,R2,5,37240,27378.72
539,2025-03-21,8,30,R2,1,2823,2189.95
540,2025-05-31,98,8,R3,3,15813,12590.53
541,2025-06-16,71,27,R2,3,11943,7831.09
542,2025-01-17,42,13,R2,5,19295,14023.68
543,2025-12-22,12,7,R4,3,9639,6420.17
544,2025-12-14,52,4,R1,6,13200,9603.31
545,2025-04-18,84,17,R1,5,41130,26485.5
546,2025-09-12,12,7,R4,5,25815,18364.79
547,2025-10-04,97,3,R2,3,23721,14783.33
548,2025-04-27,75,30,R3,1,9704,6906.09
549,2025-01-01,45,7,R2,5,5100,3041.82
550,2025-06-29,58,16,R2,6,36984,22127.21
551,2025-06-02,9,24,R4,2,18472,10722.95
552,2025-03-24,77,13,R4,1,752,421.64
553,2025-10-24,13,14,R2,7,67683,52524.81
554,2025-02-09,48,24,R2,6,17880,13033.47
555,2025-02-16,43,1,R4,5,13205,8194.31
556,2025-02-24,31,4,R2,8,37048,25737.85
557,2025-03-02,42,15,R2,3,28536,19820.43
558,2025-09-17,33,12,R2,5,34070,23846.57
559,2025-03-07,31,24,R2,2,894,517.23
560,2025-01-28,63,26,R2,4,6504,4894.33
561,2025-03-20,34,1,R4,7,60816,35248.67
562,2025-10-19,16,3,R2,4,16760,11911.82
563,2025-09-20,91,27,R1,4,5584,3974.57
564,2025-02-20,6,7,R2,5,29020,16619.2
565,2025-08-25,76,30,R2,1,5401,4341.77
566,2025-07-30,53,2,R1,4,10500,7855.19
567,2025-12-14,22,5,R3,3,10614,6405.7
568,2025-04-23,88,11,R1,1,8059,4514.55
569,2025-09-27,100,11,R1,2,6922,5426.79
570,2025-01-26,47,26,R4,2,11842,8376.44
571,2025-09-10,87,25,R4,3,13344,10323.93
572,2025-06-05,7,24,R4,3,21996,14389.18
573,2025-11-24,66,10,R1,2,8656,6515.31
574,2025-04-29,31,7,R4,4,33084,23332.53
575,2025-12-17,91,2,R4,7,40691,31452.42
576,2025-07-27,12,8,R3,7,36351,20037.17
577,2025-09-08,78,1,R1,8,56472,37323.35
578,2025-06-03,59,5,R3,4,6244,4030.52
579,2025-08-27,80,2,R3,6,9846,8053.68
580,2025-04-06,90,29,R4,7,63119,48470.69
581,2025-03-03,28,22,R1,7,22512,14750.11
582,2025-06-20,20,12,R2,4,23836,18836.66
583,2025-11-09,51,10,R4,6,51012,38947.71
584,2025-11-07,25,28,R2,7,61859,34173.74
585,2025-03-31,14,8,R4,5,29860,21875.0
586,2025-10-10,95,28,R4,3,13050,9525.24
587,2025-02-08,66,20,R3,8,36504,29517.79
588,2025-07-05,40,22,R4,1,8361,5712.25
589,2025-12-21,3,2,R1,7,52745,33440.85
590,2025-09-20,20,24,R4,1,5528,3760.52
591,2025-01-04,35,5,R2,1,6626,3954.84
592,2025-10-29,83,9,R2,5,45585,25389.35
593,2025-10-08,53,21,R1,7,57939,46931.52
594,2025-12-30,47,23,R3,6,17112,13262.56
595,2025-09-11,7,26,R3,3,10467,7215.09
596,2025-02-01,21,10,R2,5,5380,3812.07
597,2025-07-16,100,12,R2,5,26345,20829.29
598,2025-09-01,26,20,R3,8,54432,31531.13
599,2025-05-14,47,13,R3,7,55594,34582.2
600,2025-04-15,80,15,R4,3,16068,9028.06
601,2025-05-23,97,18,R4,7,10164,6345.95
602,2025-07-05,92,30,R4,5,10920,6771.78
603,2025-01-07,6,18,R3,6,36570,22735.24
604,2025-05-05,9,29,R1,7,14161,11344.51
605,2025-03-26,83,6,R1,7,46641,36251.07
606,2025-06-24,52,13,R4,6,35574,27874.18
607,2025-12-31,19,18,R4,5,11940,7253.84
608,2025-12-16,9,30,R4,2,16852,9282.74
609,2025-10-21,86,8,R4,7,25935,18281.71
610,2025-05-21,87,26,R2,3,11520,8424.79
611,2025-05-03,65,4,R3,1,6441,5070.61
612,2025-03-09,83,23,R4,5,6510,4936.61
613,2025-11-06,66,9,R2,4,21064,12118.89
614,2025-12-13,73,29,R1,6,3492,2580.06
615,2025-02-06,16,27,R3,4,1024,689.76
616,2025-03-13,58,9,R1,8,78960,55258.27
617,2025-01-17,6,18,R4,2,16250,9922.37
618,2025-11-19,44,11,R2,4,37276,28487.68
619,2025-04-17,37,27,R1,4,12140,6770.0
620,2025-09-16,35,14,R3,2,9368,6985.0
621,2025-10-27,15,13,R4,7,27349,19965.1
622,2025-01-29,48,18,R3,5,6845,4950.85
623,2025-10-22,18,14,R4,8,26600,17083.94
624,2025-04-08,15,13,R2,5,16905,9646.7
625,2025-09-22,3,15,R2,4,18204,11000.98
626,2025-12-26,38,24,R1,1,1227,792.1
627,2025-08-02,2,27,R3,6,17286,12146.04
628,2025-06-11,46,10,R1,1,3070,2261.54
629,2025-08-04,4,26,R4,2,11636,6735.02
630,2025-03-20,47,25,R4,8,12440,9904.29
631,2025-06-13,61,29,R2,2,17710,12434.59
632,2025-09-18,50,7,R3,5,2735,2196.56
633,2025-04-09,91,9,R4,7,19859,15275.64
634,2025-08-12,18,5,R1,2,7412,5533.27
635,2025-09-30,49,1,R1,2,15594,11862.35
636,2025-04-15,74,18,R1,6,34470,24771.41
637,2025-08-25,63,25,R2,1,4188,2534.58
638,2025-07-01,49,29,R1,2,19772,15559.62
639,2025-04-13,57,15,R4,2,19082,14227.71
640,2025-01-28,61,6,R4,4,31572,23263.79
641,2025-08-30,78,5,R1,8,51624,29267.72
642,2025-05-03,30,1,R4,4,3308,2036.1
643,2025-04-13,1,2,R4,1,6786,4172.86
644,2025-04-23,100,22,R1,7,31556,17707.88
645,2025-08-28,3,16,R1,2,6524,3840.54
646,2025-09-28,21,20,R3,2,17104,13041.41
647,2025-07-15,1,3,R1,2,16864,11832.43
648,2025-11-10,77,26,R1,1,9136,6542.04
649,2025-08-23,51,22,R1,4,2376,1427.0
650,2025-09-17,59,7,R1,4,28916,23580.78
651,2025-11-10,12,18,R3,2,3278,2449.15
652,2025-02-21,12,12,R3,5,26330,19901.62
653,2025-03-17,64,20,R3,4,1252,715.26
654,2025-01-23,15,22,R2,7,53648,43755.69
655,2025-11-09,74,21,R2,2,1106,858.3
656,2025-01-16,86,22,R2,7,7686,4600.45
657,2025-05-31,57,9,R2,5,25615,19941.26
658,2025-01-15,42,13,R1,3,22368,13286.42
659,2025-12-01,84,30,R4,6,28152,21591.98
660,2025-01-07,53,18,R1,6,23886,16645.5
661,2025-07-02,43,1,R2,6,8994,6238.64
662,2025-02-23,5,27,R3,7,40040,25990.92
663,2025-10-03,16,15,R2,4,35592,20088.8
664,2025-12-06,69,8,R4,2,7358,4480.11
665,2025-01-07,92,9,R4,2,6176,4414.99
666,2025-11-11,88,6,R3,7,29897,19201.91
667,2025-01-15,12,23,R2,5,49425,29078.99
668,2025-02-05,77,3,R4,5,7380,4186.41
669,2025-02-04,69,1,R1,6,8520,5013.19
670,2025-02-27,93,16,R3,8,24912,19754.52
671,2025-05-11,39,13,R4,3,22467,18358.06
672,2025-02-18,59,11,R3,4,2808,1838.55
673,2025-04-26,14,28,R2,6,34182,21362.56
674,2025-01-06,25,3,R1,3,29451,18678.77
675,2025-05-15,24,2,R2,8,14320,11111.67
676,2025-01-30,50,9,R1,4,4864,2760.3
677,2025-01-08,35,28,R2,6,36942,25726.0
678,2025-04-01,18,12,R3,6,37200,22129.62
679,2025-12-06,15,28,R2,3,14622,11045.68
680,2025-01-16,29,21,R2,4,25976,20270.29
681,2025-05-04,83,29,R4,5,1615,910.3
682,2025-12-06,49,27,R3,4,19268,10750.31
683,2025-08-13,63,4,R1,8,74384,55201.19
684,2025-02-17,52,4,R4,8,24376,19394.97
685,2025-08-07,57,2,R1,4,5248,3263.44
686,2025-08-16,61,8,R3,1,1371,942.58
687,2025-09-05,96,7,R4,2,2362,1900.93
688,2025-09-26,8,8,R2,6,22074,12745.64
689,2025-09-02,34,15,R4,3,4257,3268.6
690,2025-11-20,41,4,R2,5,30590,17387.34
691,2025-12-27,61,16,R3,3,25644,14179.53
692,2025-12-01,66,29,R1,8,5816,4042.26
693,2025-04-30,99,16,R2,6,15456,10117.29
694,2025-06-14,95,2,R3,3,11751,6512.72
695,2025-08-23,93,3,R4,4,3152,1976.29
696,2025-03-13,25,10,R3,4,5140,3384.88
697,2025-12-14,22,1,R3,8,32152,18255.02
698,2025-07-11,66,28,R4,4,14980,9017.19
699,2025-08-29,26,10,R4,5,19535,15886.5
700,2025-06-14,5,14,R2,6,41802,30538.05
701,2025-01-12,73,12,R2,4,808,478.17
702,2025-05-13,78,15,R4,7,17185,10663.12
703,2025-10-15,16,9,R4,3,7335,6011.68
704,2025-03-11,75,11,R1,3,12114,8045.73
705,2025-02-11,75,27,R4,7,30436,24040.21
706,2025-12-05,29,28,R2,5,34400,19800.9
707,2025-08-12,14,1,R3,2,9868,7434.9
708,2025-03-31,18,14,R1,7,35833,27516.26
709,2025-12-01,91,17,R1,8,33544,22973.96
710,2025-09-29,76,22,R3,4,29372,16757.49
711,2025-05-10,74,13,R2,5,20375,13472.99
712,2025-09-26,33,22,R1,1,7928,4814.91
713,2025-06-17,2,15,R4,6,18918,12782.63
714,2025-06-16,30,14,R1,4,36356,24011.75
715,2025-03-10,96,8,R3,6,38562,28115.59
716,2025-07-06,17,8,R2,5,10260,5741.81
717,2025-03-11,52,20,R4,2,15786,11164.42
718,2025-06-20,74,18,R3,6,44178,28049.21
719,2025-09-04,89,1,R2,7,43799,25474.74
720,2025-11-19,99,10,R2,4,39608,32118.4
721,2025-04-11,48,25,R3,5,14385,11102.7
722,2025-11-04,59,28,R1,4,1780,1265.2
723,2025-07-31,93,18,R3,1,1347,1031.22
724,2025-03-30,11,23,R2,1,3044,1863.21
725,2025-05-16,92,26,R2,1,592,343.86
726,2025-02-15,26,5,R4,6,8406,5808.78
727,2025-06-13,38,14,R4,5,28280,15973.81
728,2025-02-12,34,6,R3,2,2476,1778.99
729,2025-12-23,34,5,R3,6,50520,34494.23
730,2025-04-07,78,30,R1,3,21381,13983.46
731,2025-01-09,30,10,R1,8,13944,7916.32
732,2025-03-19,25,26,R4,8,31904,22909.02
733,2025-12-06,61,19,R4,3,1245,749.53
734,2025-10-26,28,4,R4,4,17740,12158.14
735,2025-09-25,69,11,R1,1,3948,2943.54
736,2025-04-24,66,10,R2,8,26808,21271.95
737,2025-04-15,40,22,R3,3,8331,4721.56
738,2025-08-26,99,11,R3,7,37576,25971.99
739,2025-06-06,8,25,R3,2,10016,5641.52
740,2025-09-21,31,5,R2,4,31060,17336.49
741,2025-06-14,16,26,R3,8,70968,44987.16
742,2025-02-08,14,22,R1,7,51548,35081.12
743,2025-05-10,86,17,R2,8,43312,33788.5
744,2025-12-31,54,25,R3,8,42840,30718.9
745,2025-02-23,99,15,R1,5,11895,6662.29
746,2025-10-13,17,3,R4,1,5114,3720.74
747,2025-12-05,99,11,R4,2,5144,3376.23
748,2025-02-18,92,24,R1,1,4919,3913.8
749,2025-12-10,18,17,R1,2,10754,6390.84
750,2025-09-30,78,27,R4,3,12378,7388.36
751,2025-08-07,91,11,R3,2,8356,5629.29
752,2025-10-10,15,3,R3,7,55615,33988.97
753,2025-04-05,78,26,R3,8,53136,39497.59
754,2025-03-08,96,7,R4,2,17210,11040.04
755,2025-05-07,4,9,R4,3,16389,10400.94
756,2025-06-24,88,7,R4,1,201,157.39
757,2025-10-22,45,1,R3,1,814,656.93
758,2025-06-17,30,28,R3,5,30965,19552.03
759,2025-11-13,46,13,R4,5,10030,8069.58
760,2025-01-07,87,14,R2,1,3008,2267.45
761,2025-06-07,33,17,R3,7,51513,40011.16
762,2025-03-10,31,18,R3,1,5857,4638.1
763,2025-03-30,41,29,R2,1,9174,7471.11
764,2025-06-23,61,26,R4,4,23108,14961.13
765,2025-02-02,13,4,R3,1,618,377.79
766,2025-02-06,79,3,R4,1,3451,2699.28
767,2025-11-24,52,10,R4,7,36939,26685.87
768,2025-10-23,61,11,R3,5,29855,21041.28
769,2025-02-24,77,19,R1,8,60072,39793.6
770,2025-12-07,30,7,R2,6,54552,35354.36
771,2025-12-04,90,28,R1,1,7761,5506.7
772,2025-08-10,4,23,R2,7,11984,7185.95
773,2025-05-29,66,26,R3,2,7684,5873.3
774,2025-11-06,8,8,R3,7,19488,12720.98
775,2025-12-30,10,30,R4,4,22244,14046.56
776,2025-06-18,66,24,R2,8,73272,55180.31
777,2025-01-06,86,28,R2,7,65751,52140.91
778,2025-03-26,24,1,R1,6,6450,5156.62
779,2025-04-17,65,1,R2,8,21840,15314.0
780,2025-03-15,20,21,R4,1,7144,4192.01
781,2025-12-19,34,20,R3,4,28340,17243.11
782,2025-11-18,60,2,R1,1,5773,4583.03
783,2025-03-26,96,26,R2,5,20010,13796.97
784,2025-03-31,30,20,R2,4,39172,29175.86
785,2025-02-26,96,15,R2,5,35765,28603.99
786,2025-01-27,63,1,R4,2,2680,2123.56
787,2025-10-14,87,14,R2,6,46416,27679.31
788,2025-04-21,70,11,R4,4,13832,8457.89
789,2025-07-29,46,20,R4,5,26395,15671.25
790,2025-04-22,58,3,R2,4,39448,25059.87
791,2025-09-16,38,6,R4,8,59248,44883.26
792,2025-10-31,63,16,R3,8,69560,41975.84
793,2025-10-31,66,5,R2,4,5600,3611.89
794,2025-07-16,9,13,R1,6,42990,27539.59
795,2025-12-27,89,27,R4,3,23469,18384.96
796,2025-10-21,71,1,R1,8,48056,33033.9
797,2025-12-31,87,13,R4,5,13815,9665.52
798,2025-12-06,96,24,R1,3,18582,13620.98
799,2025-07-24,42,19,R2,6,16572,11572.81
800,2025-07-26,84,6,R3,2,4854,3845.98
801,2025-01-14,79,11,R4,8,66568,41549.32
802,2025-09-24,3,12,R3,8,16832,10769.24
803,2025-07-18,79,20,R3,1,6270,4802.85
804,2025-02-04,47,26,R1,5,28225,17718.06
805,2025-09-11,21,23,R4,1,1440,867.1
806,2025-01-31,95,26,R2,3,15891,9718.24
807,2025-01-30,56,9,R1,2,5114,3573.36
808,2025-02-15,99,30,R2,7,23527,13193.09
809,2025-09-12,94,13,R4,2,6280,4466.26
810,2025-06-04,5,3,R1,3,6705,3758.38
811,2025-06-17,91,23,R2,2,15582,9251.78
812,2025-04-03,26,20,R3,4,24432,14235.06
813,2025-08-11,42,13,R4,5,37545,23008.11
814,2025-01-13,87,23,R2,3,9441,7468.41
815,2025-06-29,81,24,R1,8,71096,51046.61
816,2025-01-18,57,18,R1,8,59136,46597.47
817,2025-11-04,82,11,R4,3,2964,2362.32
818,2025-10-15,67,5,R4,3,19440,11514.09
819,2025-11-27,1,17,R1,6,41904,31030.06
820,2025-04-07,73,13,R4,6,48342,39059.63
821,2025-11-11,21,11,R4,4,18424,15075.4
822,2025-04-19,86,26,R1,6,32484,23501.26
823,2025-10-14,34,26,R3,3,28794,22504.56
824,2025-09-08,36,28,R1,8,7680,4533.14
825,2025-02-12,74,14,R3,7,1897,1088.05
826,2025-03-10,14,13,R3,2,14666,9815.74
827,2025-05-12,11,24,R4,6,10788,6037.34
828,2025-06-03,28,3,R3,5,31350,18983.59
829,2025-09-18,65,17,R4,5,38370,27765.65
830,2025-06-12,52,22,R4,2,1918,1442.83
831,2025-03-16,87,10,R1,3,17880,12908.5
832,2025-07-12,32,9,R1,8,64240,35775.46
833,2025-02-11,5,7,R4,8,12144,9069.96
834,2025-06-25,78,6,R2,2,6492,5040.07
835,2025-05-14,44,6,R2,4,31856,24896.77
836,2025-04-25,33,9,R1,4,11356,9025.04
837,2025-11-10,39,25,R1,7,62517,44927.97
838,2025-08-16,28,4,R4,8,42592,31268.44
839,2025-07-16,30,21,R4,8,71064,57543.31
840,2025-05-13,21,17,R1,6,41022,32413.47
841,2025-03-12,61,16,R4,5,47135,30603.26
842,2025-10-11,64,25,R3,3,17448,13770.68
843,2025-07-08,49,4,R2,8,77920,48801.71
844,2025-06-19,50,19,R2,6,4014,2552.17
845,2025-08-23,16,10,R4,6,56544,42976.43
846,2025-12-17,90,12,R4,4,36400,29436.54
847,2025-12-07,86,6,R3,4,13276,8378.16
848,2025-12-30,32,23,R1,7,2527,1532.88
849,2025-02-06,27,17,R1,4,8032,5901.46
850,2025-02-21,25,22,R1,5,5030,4090.54
851,2025-02-14,36,11,R1,7,41538,32968.01
852,2025-10-29,69,27,R2,1,9589,5798.82
853,2025-04-02,29,4,R2,2,9162,6487.41
854,2025-09-21,42,22,R4,7,4480,2545.38
855,2025-12-24,55,4,R3,3,21627,14021.68
856,2025-12-05,3,1,R1,7,62335,45281.89
857,2025-03-24,48,24,R3,3,18243,14560.84
858,2025-07-09,33,18,R2,3,8373,4948.03
859,2025-02-26,76,26,R1,3,15801,10835.64
860,2025-10-22,13,18,R4,7,54537,37999.67
861,2025-01-08,94,2,R2,7,17507,10747.97
862,2025-01-03,31,29,R3,4,6864,5322.38
863,2025-10-29,50,14,R3,8,7048,4299.47
864,2025-12-10,7,15,R2,1,3164,1909.53
865,2025-05-14,11,25,R3,2,11502,8341.07
866,2025-08-05,97,10,R1,8,33624,24722.14
867,2025-03-30,40,14,R3,2,17226,11468.85
868,2025-03-26,76,2,R4,2,5530,4263.96
869,2025-01-30,37,17,R1,6,5892,3403.6
870,2025-04-08,66,13,R2,4,14528,9690.05
871,2025-12-05,59,3,R2,8,2064,1526.2
872,2025-12-05,51,4,R2,7,11466,7966.18
873,2025-05-28,47,11,R2,5,28045,17110.24
874,2025-07-25,54,23,R4,2,5502,3152.12
875,2025-01-30,70,7,R3,2,12930,8865.08
876,2025-09-08,33,7,R1,8,75352,57898.11
877,2025-05-30,9,30,R4,3,7545,4286.47
878,2025-08-12,17,22,R1,3,29016,23675.65
879,2025-01-24,92,26,R1,2,10952,6733.36
880,2025-04-24,75,24,R3,6,17964,13253.45
881,2025-07-07,53,23,R3,3,22116,14778.88
882,2025-01-02,17,3,R4,4,10980,7992.76
883,2025-05-14,92,4,R1,7,11942,8733.24
884,2025-01-02,20,2,R3,2,10428,8540.69
885,2025-06-12,96,26,R4,4,21192,14623.74
886,2025-09-05,94,11,R2,6,36066,24807.43
887,2025-10-29,29,20,R3,3,25365,14104.03
888,2025-08-09,86,20,R2,1,8913,5607.63
889,2025-03-02,99,21,R4,6,52056,35325.97
890,2025-12-27,66,18,R4,5,25005,16466.98
891,2025-12-29,5,27,R3,8,43624,32604.6
892,2025-04-20,94,15,R3,5,38270,24762.78
893,2025-07-04,94,21,R2,4,29120,21162.66
894,2025-12-13,33,21,R3,1,4669,3259.3
895,2025-06-24,47,14,R1,7,61579,48665.43
896,2025-06-06,30,11,R3,8,15824,11777.89
897,2025-04-06,63,4,R3,4,18484,14639.55
898,2025-01-23,92,5,R3,7,51772,32508.4
899,2025-03-21,41,5,R2,3,17910,11209.0
900,2025-12-12,32,11,R1,3,3249,2161.72
901,2025-04-09,20,25,R3,2,4048,3213.11
902,2025-08-14,66,13,R3,1,6621,4338.84
903,2025-07-14,2,24,R3,2,10920,6987.68
904,2025-12-14,5,20,R2,4,2132,1506.13
905,2025-10-21,79,8,R3,2,6958,5157.26
906,2025-05-04,30,16,R3,2,1592,1121.31
907,2025-09-22,83,28,R1,8,17632,10827.62
908,2025-08-14,40,14,R3,1,3939,2289.82
909,2025-07-24,31,21,R4,4,22656,16053.04
910,2025-07-13,82,2,R3,5,39450,29964.88
911,2025-09-03,60,1,R1,7,54376,33251.7
912,2025-11-16,23,25,R4,7,19726,15108.23
913,2025-02-23,34,25,R4,2,10578,7136.99
914,2025-04-19,89,1,R1,2,3380,2026.76
915,2025-01-03,56,14,R4,5,29495,20332.33
916,2025-03-28,13,17,R4,2,12582,7906.11
917,2025-10-05,27,8,R4,6,34176,24351.45
918,2025-10-14,73,9,R3,2,12502,9722.89
919,2025-07-07,85,18,R3,3,16743,12255.52
920,2025-02-28,44,6,R4,1,6112,3728.37
921,2025-01-02,21,22,R2,8,48872,32235.58
922,2025-04-30,23,26,R4,3,19029,14653.64
923,2025-01-30,4,13,R2,6,40662,29782.42
924,2025-09-12,70,16,R2,3,3915,2835.3
925,2025-12-22,24,9,R2,3,25644,20125.59
926,2025-05-29,71,18,R2,8,16184,9490.03
927,2025-06-08,39,22,R2,4,29800,22368.05
928,2025-06-13,73,5,R3,8,60376,42169.9
929,2025-03-26,8,21,R1,2,1486,1054.8
930,2025-12-19,66,24,R2,5,6750,4035.44
931,2025-09-24,3,1,R2,8,12992,10057.79
932,2025-12-19,59,18,R2,3,10578,6714.79
933,2025-11-21,44,20,R1,3,17142,11153.18
934,2025-02-06,3,20,R1,1,2816,2081.96
935,2025-12-10,36,10,R1,4,29648,21132.7
936,2025-05-24,71,30,R1,1,4890,2990.08
937,2025-02-16,85,18,R4,3,19368,14309.38
938,2025-08-26,49,26,R4,4,15244,9541.44
939,2025-09-19,32,5,R3,7,6629,4047.01
940,2025-04-22,57,26,R3,8,68424,44061.25
941,2025-09-06,4,20,R3,7,25452,15097.78
942,2025-09-12,94,30,R4,3,26385,19957.12
943,2025-08-06,24,16,R2,4,17100,11036.16
944,2025-02-18,34,9,R3,2,16206,10146.79
945,2025-10-31,75,27,R2,6,44190,33938.82
946,2025-06-04,33,26,R2,3,8952,5629.52
947,2025-02-18,87,14,R4,7,51492,30949.56
948,2025-02-21,20,14,R2,3,16218,9888.46
949,2025-08-11,50,9,R2,2,6394,4763.0
950,2025-04-08,21,16,R2,8,67616,46063.97
951,2025-02-20,3,30,R2,8,6616,5227.79
952,2025-11-27,73,4,R4,4,20880,15038.06
953,2025-11-01,30,19,R2,6,37734,21816.37
954,2025-02-03,83,6,R3,3,13008,9088.49
955,2025-02-21,8,27,R1,4,17076,10340.77
956,2025-05-11,33,27,R1,5,41085,24620.0
957,2025-01-01,39,30,R4,4,25148,15478.98
958,2025-07-31,15,25,R2,1,2075,1325.73
959,2025-02-25,58,23,R4,1,3894,2361.45
960,2025-01-19,41,25,R4,7,62580,41050.2
961,2025-06-09,54,3,R4,7,68474,51870.44
962,2025-09-01,36,6,R4,7,25606,18652.61
963,2025-10-14,28,15,R2,2,3016,2216.6
964,2025-08-09,2,1,R3,8,22280,17325.66
965,2025-08-29,17,28,R3,7,24857,14629.19
966,2025-07-21,85,1,R3,1,6457,4321.27
967,2025-06-16,67,20,R2,6,7872,4602.02
968,2025-12-10,11,10,R1,5,26040,19915.02
969,2025-12-19,21,4,R1,2,10196,5677.05
970,2025-07-08,91,6,R4,7,15428,8976.07
971,2025-08-26,39,16,R4,7,13636,9102.53
972,2025-04-27,49,7,R3,8,51232,33616.39
973,2025-10-12,36,27,R1,1,7555,4690.8
974,2025-04-14,20,15,R4,5,30605,18094.13
975,2025-09-23,22,14,R2,5,20500,11954.7
976,2025-01-09,54,3,R1,8,41280,32856.73
977,2025-08-14,91,25,R1,2,3976,2621.66
978,2025-09-17,92,27,R1,7,43155,25210.88
979,2025-08-31,12,1,R1,3,25359,15470.57
980,2025-02-11,12,18,R2,2,4886,3069.37
981,2025-08-02,57,9,R2,6,5808,4077.72
982,2025-02-19,70,22,R4,5,49955,28262.96
983,2025-02-27,13,14,R1,4,39308,30516.63
984,2025-05-23,87,16,R3,3,28833,19260.89
985,2025-05-25,59,19,R3,5,46090,28769.38
986,2025-11-25,66,3,R1,8,46216,28274.76
987,2025-02-28,41,17,R3,5,31625,19506.53
988,2025-09-20,36,20,R2,7,54740,33908.16
989,2025-11-10,27,5,R2,1,1502,930.47
990,2025-12-27,23,12,R3,4,26960,18195.02
991,2025-11-30,13,10,R1,3,23976,17342.84
992,2025-09-28,88,14,R1,4,26492,17367.63
993,2025-08-06,26,12,R3,7,66717,43896.55
994,2025-07-22,25,13,R2,6,55872,37753.11
995,2025-02-11,31,22,R1,3,18264,14381.33
996,2025-05-18,59,16,R3,5,31180,25431.91
997,2025-04-05,70,22,R2,3,4953,2932.33
998,2025-10-18,68,7,R4,6,11268,7793.47
999,2025-03-15,92,18,R2,6,29568,18678.34
1000,2025-05-17,27,13,R1,7,26621,17372.17
1001,2025-01-07,57,28,R4,1,1738,1406.56
1002,2025-04-27,52,9,R2,1,9924,5724.92
1003,2025-12-30,54,19,R1,4,30184,18938.01
1004,2025-01-30,48,19,R1,2,19760,10980.21
1005,2025-12-31,76,26,R4,3,20190,11946.08
1006,2025-10-04,60,9,R3,7,19831,11931.26
1007,2025-12-29,74,26,R3,7,23618,18170.85
1008,2025-10-18,88,11,R1,6,51024,29470.01
1009,2025-06-20,33,23,R3,5,36230,27535.78
1010,2025-08-17,58,15,R4,6,11988,8822.46
1011,2025-03-31,15,8,R2,4,9692,5877.75
1012,2025-12-08,43,7,R3,8,64776,49497.98
1013,2025-11-20,23,27,R1,3,22521,12848.73
1014,2025-08-20,4,1,R4,7,59220,47830.19
1015,2025-07-31,30,28,R2,1,9805,6480.49
1016,2025-06-23,40,21,R4,7,46704,26409.38
1017,2025-09-16,2,11,R1,7,24626,15017.15
1018,2025-01-07,4,4,R1,7,57582,42517.56
1019,2025-07-11,13,19,R4,6,2430,1965.49
1020,2025-11-18,34,14,R1,8,72680,50315.51
1021,2025-02-23,63,4,R4,2,16718,12496.78
1022,2025-09-16,77,1,R1,8,41464,23317.56
1023,2025-08-04,86,20,R3,1,7975,6313.69
1024,2025-05-07,45,19,R4,7,13265,8355.77
1025,2025-11-05,79,2,R3,5,45480,27897.9
1026,2025-10-18,52,30,R1,7,54152,42690.41
1027,2025-11-21,94,19,R2,8,41432,29882.77
1028,2025-10-01,6,23,R3,1,2621,1668.28
1029,2025-12-26,8,25,R2,1,2898,2220.12
1030,2025-05-02,94,13,R2,6,58872,34633.91
1031,2025-02-21,32,15,R4,6,16290,12493.13
1032,2025-03-31,72,25,R3,6,3024,2094.2
1033,2025-09-10,7,30,R1,3,645,423.92
1034,2025-10-08,88,30,R1,6,33588,19118.26
1035,2025-07-14,18,30,R3,1,9709,7642.03
1036,2025-08-24,65,25,R2,8,17424,10602.97
1037,2025-03-20,40,8,R1,1,4431,2553.8
1038,2025-04-04,99,15,R3,3,9699,6155.52
1039,2025-12-16,51,22,R2,8,37728,28958.88
1040,2025-11-06,70,6,R2,6,16140,9932.82
1041,2025-12-23,3,22,R1,4,20868,15795.16
1042,2025-06-06,42,4,R3,8,72424,42954.18
1043,2025-02-24,12,12,R4,3,8553,5183.03
1044,2025-01-04,12,30,R4,2,4518,2786.02
1045,2025-12-06,7,28,R4,8,16896,9434.58
1046,2025-06-24,26,8,R4,6,45810,31772.26
1047,2025-12-25,17,29,R4,2,9998,6628.87
1048,2025-05-30,95,4,R2,7,38710,25934.6
1049,2025-04-07,82,26,R4,5,32115,23061.04
1050,2025-02-15,16,15,R1,8,57640,35692.35
1051,2025-05-13,51,4,R2,3,25722,17150.39
1052,2025-01-04,62,29,R4,6,38172,27604.21
1053,2025-10-13,82,24,R1,7,19292,12213.41
1054,2025-09-21,17,10,R3,8,62952,39514.29
1055,2025-10-29,62,20,R2,3,13080,9455.19
1056,2025-01-09,53,23,R1,5,44925,34648.88
1057,2025-07-11,28,14,R1,8,55480,41425.77
1058,2025-12-24,88,24,R1,2,7650,4848.15
1059,2025-04-14,54,12,R4,7,43323,28379.58
1060,2025-04-26,9,10,R1,8,55808,40656.8
1061,2025-10-20,54,21,R2,4,39528,27154.02
1062,2025-08-07,43,9,R4,6,49716,37160.68
1063,2025-01-20,64,19,R2,1,2807,1586.53
1064,2025-06-02,11,29,R2,4,33460,25452.32
1065,2025-08-15,69,14,R1,1,1284,766.11
1066,2025-04-17,89,3,R4,3,26532,20466.47
1067,2025-06-04,47,3,R2,6,43272,26421.16
1068,2025-01-23,11,16,R3,1,6803,4890.62
1069,2025-05-23,48,15,R2,5,16230,10976.15
1070,2025-03-23,98,15,R3,3,29886,22205.06
1071,2025-07-21,98,18,R1,4,20700,16827.36
